year,avg_asc_1_nat_rate,median_asc_1_nat_rate,avg_asc_2_nat_rate,median_asc_2_nat_rate,avg_asc_3_nat_rate,median_asc_3_nat_rate,avg_asc_4_nat_rate,median_asc_4_nat_rate,avg_asc_9_nat_rate,median_asc_9_nat_rate,avg_asc_11_nat_rate,median_asc_11_nat_rate,asc_12_nat_rate,asc_12_better,asc_12_no_different,asc_12_worse,asc_12_too_small,avg_asc_13_nat_rate,median_asc_13_nat_rate,avg_asc_14_nat_rate,median_asc_14_nat_rate,asc_17_nat_rate,asc_17_better,asc_17_no_different,asc_17_worse,asc_17_too_small,asc_18_nat_rate,asc_18_better,asc_18_no_different,asc_18_worse,asc_18_too_small,asc_19_nat_rate,asc_19_better,asc_19_no_different,asc_19_worse,asc_19_too_small
2024,0.002,0.000,0.019,0.000,0.004,0.000,0.096,0.074,76.95,91.70,86.52,100.00,9.9,16,1971,14,180,85.97,100.00,0.312,0.225,2.3,1,1812,4,1259,5.2,1,580,9,519,1.0,6,1428,6,2133
